id,lat,long,description,full_address,source,created_at,updated_at,address,polygon,street_number,street_name,locality,postal_code,sub_locality,admin_levels,country,country_code,timezone,raw
44,42.3921905,-71.032316,,"164 shawmut ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:03",,,,,,,,,,,,
2,42.406543,-71.035835,,"29 franklin street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
65,42.389664,-71.0381862,,"949698 park street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:01",,,,,,,,,,,,
46,42.3961174,-71.0391583,,"        151 everett avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:14",,,,,,,,,,,,
38,42.4064349,-71.0264334,,"       1094 revere beach parkway","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:29",,,,,,,,,,,,
19,42.3891924,-71.0264286,,"         85 willow street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:10",,,,,,,,,,,,
25,42.3999142,-71.0201325,,"        412 eastern avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:12",,,,,,,,,,,,
28,42.392339,-71.029657,,"         86 grove street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:29",,,,,,,,,,,,
9,42.3920745,-71.0368067,,"189 chestnut street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
10,42.407995,-71.031304,,"3 springvale avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
6981,,,,"58R broadwaystreet ",,"2016-07-01 12:40:46","2016-07-01 12:40:46",,,,,,,,,,,,
26,42.392762,-71.031206,,"         52 grove street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:29",,,,,,,,,,,,
49,42.4041739,-71.03553,,"        170 revere beach parkway","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:14",,,,,,,,,,,,
31,42.401454,-71.034226,,"        279 washington avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:20",,,,,,,,,,,,
1,42.394245,-71.0340499,,"        286 chestnut street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:12",,,,,,,,,,,,
16,42.391603,-71.028022,,"123 grove street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
3,42.396244,-71.02913,,"39 cary avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:28",,,,,,,,,,,,
40,42.4082999,-71.031781,,"         11 springvale avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:19",,,,,,,,,,,,
66,42.40016,-71.021402,,"        915 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:10",,,,,,,,,,,,
7,42.392997,-71.035326,,"        235 chestnut street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:29",,,,,,,,,,,,
13,42.3919734,-71.0359442,,"        350 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:14",,,,,,,,,,,,
22,42.3920321,-71.0284589,,"110 grove street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
5,42.3899516,-71.0398906,,"         59 cherry street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:29",,,,,,,,,,,,
55,42.392794,-71.0313199,,"50 grove ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:00",,,,,,,,,,,,
52,42.39641,-71.021424,,"        294 eastern avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:14",,,,,,,,,,,,
54,42.3974977,-71.0321603,,"         19 orange street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:17",,,,,,,,,,,,
39,42.4029942,-71.0234509,,"       1010 revere beach parkway","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:29",,,,,,,,,,,,
8,42.388394,-71.032312,,"        162 congress avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:29",,,,,,,,,,,,
18,42.3886228,-71.0351439,,"         60 essex street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:19",,,,,,,,,,,,
6,42.396301,-71.034424,,"         44 heard street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:10",,,,,,,,,,,,
59,42.3983773,-71.0237259,,"        855 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:22",,,,,,,,,,,,
32,42.3924191,-71.0351774,,"416 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
29,42.3964059,-71.0338754,,"         37 heard street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:17",,,,,,,,,,,,
30,42.3911352,-71.032292,,"         52 chester avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:09",,,,,,,,,,,,
33,42.3907771,-71.0310123,,"         84 chester avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:15",,,,,,,,,,,,
37,42.4029313,-71.0203169,,"1000 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
11,42.402378,-71.037138,,"         16 county road","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:30",,,,,,,,,,,,
51,42.3982029,-71.0207319,,"        356 eastern avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:29",,,,,,,,,,,,
14,42.3911537,-71.029402,,"        105 bellingham street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:20",,,,,,,,,,,,
41,42.3980793,-71.0320305,,"14 bloomingdale street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
42,42.3902902,-71.037263,,"15 congress avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
36,42.3941422,-71.0422459,,"        170 everett avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:14",,,,,,,,,,,,
21,42.3942918,-71.0401471,,"        100 everett avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:29",,,,,,,,,,,,
45,42.3923899,-71.0338319,,"175 hawthorne street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
43,42.4026875,-71.0223589,,"        100 stockton street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:14",,,,,,,,,,,,
48,42.3968072,-71.0399444,,"179 everett avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
4,42.4029361,-71.0194472,,"       1010 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:14",,,,,,,,,,,,
50,42.399883,-71.039722,,"299 everett avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
23,42.3932014,-71.0375838,,"        148 walnut street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:23",,,,,,,,,,,,
20,42.392091,-71.03003,,"         81 grove street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:29",,,,,,,,,,,,
12,42.392544,-71.031555,,"         45 grove street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:29",,,,,,,,,,,,
56,42.38980993,-71.03617292,,"80 hawthorn street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
57,42.3935914,-71.0320242,,"569 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
58,42.38922685,-71.03807713,,"92 pearl street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
60,42.3889591,-71.0414632,,"120 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
61,42.3927264,-71.0342711,,"474 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
62,42.4019645,-71.01945266,,"981 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
63,42.58,-71.0112,,"bellingham  square","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
64,42.3924151,-71.0347487,,"429 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
24,42.391436,-71.031324,,"32 cottage ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:59",,,,,,,,,,,,
17,42.391225,-71.026094,,"        165 grove street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:11",,,,,,,,,,,,
67,42.392683,-71.0345996,,"460 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
68,42.3932536,-71.0349298,,"24 fifth street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
69,42.3927062,-71.0348357,,"456 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
34,42.399845,-71.036608,,"        124 addison street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:08",,,,,,,,,,,,
11646,,,,"74 grove street 1",,"2016-12-19 20:39:24","2016-12-19 20:39:24",,,,,,,,,,,,
70,42.40103932,-71.01635248,,"91 carroll street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
71,42.39072258,-71.0287353,,"92 cottage street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
103,42.400598,-71.020906,,"933 broadway 2 ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:28",,,,,,,,,,,,
73,42.408768,-71.036044,,"91 garland street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
108,42.3892275,-71.0297509,,"         93 highland street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:29",,,,,,,,,,,,
75,42.39850727,-71.02858727,,"91 tudor street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
95,42.398339,-71.0355046,,"         92 blossom street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:16",,,,,,,,,,,,
77,42.39689475,-71.03581191,,"91 sixth street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
134,42.400495,-71.021023,,"        929 broadway ","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:17",,,,,,,,,,,,
79,42.39855721,-71.03527437,,"91 blossom street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
72,42.399826,-71.027823,,"         92 eleanor street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:21",,,,,,,,,,,,
81,42.390353,-71.030932,,"91 chester avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
90,42.395047,-71.032676,,"         63 washington avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:22",,,,,,,,,,,,
83,42.40013401,-71.02184924,,"913 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
91,42.402212,-71.014627,,"92a clinton avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:25",,,,,,,,,,,,
85,42.405675,-71.0553625,,"92 marlboro street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
86,42.40016731,-71.02181178,,"914 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
87,42.387153,-71.035347,,"92 marginal street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
88,42.398688,-71.025705,,"92 clark avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
89,42.400233,-71.021323,,"919 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
84,42.3914951,-71.0380622,,"        155 chestnut street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:23",,,,,,,,,,,,
93,42.4007971,-71.0328906,,"         92 franklin avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:09",,,,,,,,,,,,
104,42.40121,-71.014745,,"         94 carroll street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:11",,,,,,,,,,,,
102,42.3986311,-71.0354005,,"         93 blossom street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:10",,,,,,,,,,,,
117,42.400441,-71.021082,,"        927 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:19",,,,,,,,,,,,
100,42.3960381,-71.0261629,,"         93 parker street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:17",,,,,,,,,,,,
96,42.4049,-71.03241,,"91 sagamore avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
74,42.401098,-71.032489,,"         91 franklin avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:29",,,,,,,,,,,,
98,42.39034868,-71.0288785,,"91 cottage street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
99,42.3935174,-71.0332688,,"500 broadway rm 310 ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:27",,,,,,,,,,,,
78,42.3917,-71.0333,,"86 captains row","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:58",,,,,,,,,,,,
92,42.40148,-71.014658,,"         91 clinton street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:10",,,,,,,,,,,,
115,42.3899312,-71.0428533,,"         93 beacon street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:20",,,,,,,,,,,,
107,42.401098,-71.020336,,"        947 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:11",,,,,,,,,,,,
6982,,,,"411 broadway street",,"2016-07-01 12:58:13","2016-07-01 12:58:13",,,,,,,,,,,,
106,42.40102,-71.0204229,,"945 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
130,42.4007828,-71.0215087,,"        936 broadway ","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:13",,,,,,,,,,,,
119,42.390127,-71.03372,,"         94 shawmut street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:29",,,,,,,,,,,,
109,42.3879,-71.03821979,,"94 marginal street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
110,42.39062804,-71.03045168,,"94 chester avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
111,42.40096637,-71.02087818,,"941 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
112,42.400967,-71.020486,,"943 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
113,42.39842174,-71.03570458,,"94 blossom street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
114,42.3887046,-71.030995,,"94 maverick street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
123,42.400545,-71.020964,,"        931 broadway ","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:20",,,,,,,,,,,,
116,42.39030211,-71.02872963,,"93 cottage street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
97,42.39997,-71.0216219,,"        911 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:20",,,,,,,,,,,,
118,42.4005669,-71.02136223,,"926 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
121,42.3960319,-71.0323104,,"         93 washington avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:29",,,,,,,,,,,,
94,42.3989663,-71.0354816,,"         92 addison street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:18",,,,,,,,,,,,
105,42.387738,-71.0340839,,"         93 essex street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:29",,,,,,,,,,,,
122,42.40568333,-71.055375,,"94 marlboro street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:39",,,,,,,,,,,,
80,42.406753,-71.029764,,"         92 garfield avenue","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:21",,,,,,,,,,,,
124,42.39029219,-71.03070902,,"93 chester avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
129,42.4005003,-71.02143716,,"924 broadway ","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
126,42.39525778,-71.0281111,,"94 crescent avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
127,42.4037,-71.0375375,,"94 revere beach parkway","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
128,42.4033,-71.03,,"93 jefferson avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
76,42.394508,-71.0306338,,"        615 broadway ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:14",,,,,,,,,,,,
131,42.39698142,-71.03589858,,"93 sixth street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
132,42.3999,-71.0224,,"932 broadway ","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
120,42.400807,-71.0148642,,"         93 carroll street","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:18",,,,,,,,,,,,
135,42.400205,-71.023854,,"92 webster avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
136,42.40040041,-71.02154954,,"921 broadway ","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
138,42.40118182,-71.02092424,,"950 broadway c3 ","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
101,42.40110788,-71.02102282,,"948 broadway 17 ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:39:58",,,,,,,,,,,,
82,42.392258,-71.029393,,"92 grove ","New Property GeoCoding","2016-05-19 11:39:39","2016-05-19 11:40:00",,,,,,,,,,,,
140,42.4067999,-71.029123,,"95 garfield avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
162,42.3893968,-71.0277689,,"         96 watts street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:10",,,,,,,,,,,,
193,42.402133,-71.018602,,"          1 clinton street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:21",,,,,,,,,,,,
143,42.39870458,-71.03542174,,"95 blossom street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
206,42.3893831,-71.0276766,,"         98 watts street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:29",,,,,,,,,,,,
142,42.3893143,-71.0297095,,"         95 highland street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:21",,,,,,,,,,,,
147,42.38978748,-71.03448265,,"95 shurtleff street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
180,42.4034199,-71.029281,,"         97 jefferson avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:18",,,,,,,,,,,,
149,42.39611042,-71.04869375,,"95 market street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
150,42.38962944,-71.03000889,,"96 highland street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
166,42.3886742,-71.0308864,,"         96 maverick street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:10",,,,,,,,,,,,
152,42.40139005,-71.01425686,,"97 clinton street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
153,42.38983363,-71.03445958,,"97 shurtleff street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
174,42.40127038,-71.02014678,,"957 broadway ","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
155,42.401599,-71.019771,,"967 broadway ","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
151,42.3955615,-71.0267756,,"         96 crescent avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:09",,,,,,,,,,,,
192,42.409429,-71.033884,,"         99 cook avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:19",,,,,,,,,,,,
183,42.390418,-71.0406477,,"96 chestnut street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:26",,,,,,,,,,,,
158,42.39025641,-71.02847827,,"97 cottage street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
188,42.394047,-71.032437,,"          1 city hall avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:14",,,,,,,,,,,,
159,42.39059066,-71.03033953,,"96 chester avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
160,42.4008648,-71.0146203,,"97 carroll street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
161,42.39898265,-71.03564547,,"96 addison street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
144,42.3985956,-71.0281048,,"         95 tudor street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:11",,,,,,,,,,,,
163,42.38768154,-71.03396481,,"97 essex street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
164,42.4007,-71.0237,,"96 webster avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
165,42.3906831,-71.0285645,,"96 cottage street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
190,42.3901162,-71.0431736,,"         99 beacon street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:10",,,,,,,,,,,,
6983,,,,"458 broadway street",,"2016-07-01 12:58:13","2016-07-01 12:58:13",,,,,,,,,,,,
176,42.401532,-71.0198379,,"        965 broadway ","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:21",,,,,,,,,,,,
172,42.399012,-71.03569,,"         96 addison street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:09",,,,,,,,,,,,
169,42.41015617,-71.03367506,,"96 springvale avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
170,42.39171565,-71.02983281,,"96 bellingham street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
168,42.4073554,-71.030094,,"         96 exeter street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:07",,,,,,,,,,,,
171,42.39613095,-71.02641852,,"97 parker street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
141,42.3927867,-71.028689,,"         95 library street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:10",,,,,,,,,,,,
156,42.387066,-71.035157,,"         96 marginal street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:09",,,,,,,,,,,,
145,42.390305,-71.03076,,"         95 chester avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:21",,,,,,,,,,,,
146,42.39139,-71.03014,,"95 bellingham street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:27",,,,,,,,,,,,
200,42.398532,-71.0358536,,"         98 blossom street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:20",,,,,,,,,,,,
177,42.3880659,-71.0337174,,"         96 essex street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:20",,,,,,,,,,,,
148,42.394149,-71.037961,,"         95 fourth street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:14",,,,,,,,,,,,
179,42.40569167,-71.0553875,,"96 marlboro street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
157,42.387222,-71.03228,,"         96 suffolk street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:19",,,,,,,,,,,,
181,42.38944389,-71.02965445,,"97 highland street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
182,42.39232098,-71.04148382,,"97 second street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
139,42.38773,-71.03399,,"         95 essex street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:21",,,,,,,,,,,,
184,42.4011391,-71.02031453,,"953 broadway ","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
154,42.40155153,-71.02043129,,"960 broadway 05 ","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
185,42.40166251,-71.01975464,,"969 broadway ","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
186,42.40096648,-71.03314932,,"96 franklin avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
187,42.39219823,-71.02906225,,"96 grove street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
173,42.406919,-71.029131,,"97 garfield ","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:26",,,,,,,,,,,,
191,42.3956021,-71.0266601,,"         98 crescent avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:20",,,,,,,,,,,,
189,42.3914078,-71.0299667,,"         99 bellingham street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:07",,,,,,,,,,,,
194,42.38918779,-71.03167578,,"99 central avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
195,42.390242,-71.03054,,"99 chester avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
207,42.3895303,-71.0300458,,"         98 highland street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:23",,,,,,,,,,,,
197,42.387698,-71.033745,,"99 essex street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
198,42.39037326,-71.03989631,,"99 chestnut street","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:39:40",,,,,,,,,,,,
196,42.40703,-71.0291419,,"         99 garfield avenue","New Property GeoCoding","2016-05-19 11:39:40","2016-05-19 11:40:21",,,,,,,,,,,,
