tag_id,property_id,created_at,updated_at,deleted_at,created_by,deleted_by
62,15631,"2016-11-14 21:11:38","2016-11-14 21:11:38",,11,
64,15846,"2016-08-03 14:31:57","2016-08-03 14:31:57",,11,
64,15278,"2016-08-03 14:36:48","2016-08-03 14:36:48",,11,
64,874,"2016-10-26 21:39:27","2016-10-26 21:39:27",,11,
64,27,"2016-10-26 21:40:02","2016-10-26 21:40:02",,11,
64,1332,"2016-10-26 21:40:45","2016-10-26 21:40:45",,11,
64,12340,"2016-10-26 21:40:19","2016-10-26 21:40:19","2016-10-26 21:42:03",11,11
64,12291,"2016-10-26 21:41:03","2016-10-26 21:41:03","2016-10-26 21:42:15",11,11
64,4767,"2016-10-26 21:42:16","2016-10-26 21:42:16",,11,
64,17817,"2016-10-26 21:42:44","2016-10-26 21:42:44",,11,
64,17942,"2016-10-26 21:43:47","2016-10-26 21:43:47",,11,
64,1282,"2016-10-26 21:44:03","2016-10-26 21:44:03",,11,
64,1348,"2016-10-26 21:44:24","2016-10-26 21:44:24",,11,
64,5195,"2016-10-26 21:44:49","2016-10-26 21:44:49",,11,
64,17934,"2016-10-26 21:45:13","2016-10-26 21:45:13",,11,
64,836,"2016-10-26 21:46:54","2016-10-26 21:46:54",,11,
64,285,"2016-10-26 21:47:13","2016-10-26 21:47:13",,11,
64,624,"2016-10-26 21:47:25","2016-10-26 21:47:25",,11,
64,1621,"2016-10-26 21:47:40","2016-10-26 21:47:40",,11,
64,17033,"2016-10-26 21:48:41","2016-10-26 21:48:41",,11,
64,17786,"2016-10-26 21:48:53","2016-10-26 21:48:53",,11,
64,7478,"2016-10-26 21:49:40","2016-10-26 21:49:40",,11,
64,184,"2016-10-26 21:49:53","2016-10-26 21:49:53",,11,
64,1085,"2016-10-26 21:50:18","2016-10-26 21:50:18",,11,
64,12118,"2016-10-26 21:51:03","2016-10-26 21:51:03",,11,
64,7482,"2016-10-26 21:51:52","2016-10-26 21:51:52",,11,
64,2070,"2016-10-26 21:52:36","2016-10-26 21:52:36",,11,
64,13261,"2016-10-26 21:53:58","2016-10-26 21:53:58",,11,
64,3165,"2016-10-26 21:54:49","2016-10-26 21:54:49",,11,
64,3698,"2016-10-26 21:55:17","2016-10-26 21:55:17",,11,
64,93,"2016-10-26 21:55:43","2016-10-26 21:55:43",,11,
64,134,"2016-10-26 21:56:17","2016-10-26 21:56:17",,11,
64,282,"2016-10-26 21:56:44","2016-10-26 21:56:44",,11,
64,607,"2016-10-26 21:57:14","2016-10-26 21:57:14",,11,
64,12505,"2016-10-26 21:57:45","2016-10-26 21:57:45",,11,
64,989,"2016-10-26 21:58:24","2016-10-26 21:58:24",,11,
64,1087,"2016-10-26 21:58:51","2016-10-26 21:58:51",,11,
64,1774,"2016-10-26 21:59:11","2016-10-26 21:59:11",,11,
64,15337,"2016-10-26 22:01:05","2016-10-26 22:01:05",,11,
64,17927,"2016-10-26 22:01:35","2016-10-26 22:01:35",,11,
38,35,"2016-09-07 20:15:57","2016-09-07 20:15:57","2017-01-23 13:42:21",11,1
38,35,"2017-01-23 14:00:22","2017-01-23 14:00:22",,1,
