id,task,description,created_by,assigned_to,due_at,completed_at,completed_by,created_at,updated_at
1,"Check address","This address appears twice in the system",11,1,,"2016-09-08 16:22:59",1,"2016-09-08 16:22:02","2016-09-08 16:22:59"
