id,upload_id,property_id,row_labels,total,created_at,updated_at,raw
1299,58,3701,"46 HEARD ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1299,""upload_id"":58,""property_id"":3701,""row_labels"":""46 HEARD ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1302,58,3706,"46 SHAWMUT ST",24,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1302,""upload_id"":58,""property_id"":3706,""row_labels"":""46 SHAWMUT ST"",""total"":24,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1306,58,3711,"466 WASHINGTON AV",8,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1306,""upload_id"":58,""property_id"":3711,""row_labels"":""466 WASHINGTON AV"",""total"":8,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1309,58,17435,"47 #11 BREAKWATER DR",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1309,""upload_id"":58,""property_id"":17435,""row_labels"":""47 #11 BREAKWATER DR"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1313,58,3718,"47 CRESCENT AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1313,""upload_id"":58,""property_id"":3718,""row_labels"":""47 CRESCENT AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1316,58,15530,"47 GERRISH AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1316,""upload_id"":58,""property_id"":15530,""row_labels"":""47 GERRISH AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1320,58,3730,"47 PRESCOTT AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1320,""upload_id"":58,""property_id"":3730,""row_labels"":""47 PRESCOTT AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1323,58,3738,"478 WASHINGTON AV",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1323,""upload_id"":58,""property_id"":3738,""row_labels"":""478 WASHINGTON AV"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1327,58,17438,"48 #105 WASHINGTON AV",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1327,""upload_id"":58,""property_id"":17438,""row_labels"":""48 #105 WASHINGTON AV"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1330,58,15436,"48 ARLINGTON ST",5,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1330,""upload_id"":58,""property_id"":15436,""row_labels"":""48 ARLINGTON ST"",""total"":5,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1333,58,1396,"48 COTTAGE ST",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1333,""upload_id"":58,""property_id"":1396,""row_labels"":""48 COTTAGE ST"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1337,58,3748,"48 HEARD ST",6,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1337,""upload_id"":58,""property_id"":3748,""row_labels"":""48 HEARD ST"",""total"":6,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1340,58,3774,"48 WATTS ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1340,""upload_id"":58,""property_id"":3774,""row_labels"":""48 WATTS ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1343,58,3782,"49 CLARK AV",9,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1343,""upload_id"":58,""property_id"":3782,""row_labels"":""49 CLARK AV"",""total"":9,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1347,58,3787,"49 GARDNER ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1347,""upload_id"":58,""property_id"":3787,""row_labels"":""49 GARDNER ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1350,58,15543,"49 JEFFERSON AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1350,""upload_id"":58,""property_id"":15543,""row_labels"":""49 JEFFERSON AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1354,58,3801,"5 CLYDE ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1354,""upload_id"":58,""property_id"":3801,""row_labels"":""5 CLYDE ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1359,58,3822,"5 WESLEY ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1359,""upload_id"":58,""property_id"":3822,""row_labels"":""5 WESLEY ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1363,58,3900,"50 EASTERN AV",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1363,""upload_id"":58,""property_id"":3900,""row_labels"":""50 EASTERN AV"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1366,58,3909,"50 PRESCOTT AV",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1366,""upload_id"":58,""property_id"":3909,""row_labels"":""50 PRESCOTT AV"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1370,58,3946,"51 ADDISON ST",9,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1370,""upload_id"":58,""property_id"":3946,""row_labels"":""51 ADDISON ST"",""total"":9,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1373,58,3950,"51 FRANKLIN AV",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1373,""upload_id"":58,""property_id"":3950,""row_labels"":""51 FRANKLIN AV"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1376,58,3954,"51 HAWTHORN ST",6,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1376,""upload_id"":58,""property_id"":3954,""row_labels"":""51 HAWTHORN ST"",""total"":6,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1380,58,3962,"51 SPENCER AV",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1380,""upload_id"":58,""property_id"":3962,""row_labels"":""51 SPENCER AV"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1383,58,3966,"51 WASHBURN ST",28,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1383,""upload_id"":58,""property_id"":3966,""row_labels"":""51 WASHBURN ST"",""total"":28,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1387,58,3980,"52 CONGRESS AV",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1387,""upload_id"":58,""property_id"":3980,""row_labels"":""52 CONGRESS AV"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1390,58,6845,"52 SHURTLEFF ST",7,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1390,""upload_id"":58,""property_id"":6845,""row_labels"":""52 SHURTLEFF ST"",""total"":7,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1394,58,3993,"524 WASHINGTON AV",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1394,""upload_id"":58,""property_id"":3993,""row_labels"":""524 WASHINGTON AV"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1397,58,4004,"53 ESSEX ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1397,""upload_id"":58,""property_id"":4004,""row_labels"":""53 ESSEX ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1400,58,4018,"54 BLOSSOM ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1400,""upload_id"":58,""property_id"":4018,""row_labels"":""54 BLOSSOM ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1404,58,4022,"54 COTTAGE ST",16,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1404,""upload_id"":58,""property_id"":4022,""row_labels"":""54 COTTAGE ST"",""total"":16,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1407,58,4027,"54 HEARD ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1407,""upload_id"":58,""property_id"":4027,""row_labels"":""54 HEARD ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1411,58,6873,"54 SHAWMUT ST",8,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1411,""upload_id"":58,""property_id"":6873,""row_labels"":""54 SHAWMUT ST"",""total"":8,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1414,58,4047,"55 CHERRY ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1414,""upload_id"":58,""property_id"":4047,""row_labels"":""55 CHERRY ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1418,58,4073,"55 ESSEX ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1418,""upload_id"":58,""property_id"":4073,""row_labels"":""55 ESSEX ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1421,58,4079,"55 PEARL ST",9,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1421,""upload_id"":58,""property_id"":4079,""row_labels"":""55 PEARL ST"",""total"":9,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1428,58,6404,"56 BEACON ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1428,""upload_id"":58,""property_id"":6404,""row_labels"":""56 BEACON ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1431,58,4097,"56 COOK AV",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1431,""upload_id"":58,""property_id"":4097,""row_labels"":""56 COOK AV"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1434,58,4100,"56 CRESCENT AV",10,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1434,""upload_id"":58,""property_id"":4100,""row_labels"":""56 CRESCENT AV"",""total"":10,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1438,58,4126,"56 MARLBORO ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1438,""upload_id"":58,""property_id"":4126,""row_labels"":""56 MARLBORO ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1441,58,4132,"56 WATTS ST",8,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1441,""upload_id"":58,""property_id"":4132,""row_labels"":""56 WATTS ST"",""total"":8,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1445,58,4142,"57 CHERRY ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1445,""upload_id"":58,""property_id"":4142,""row_labels"":""57 CHERRY ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1448,58,4150,"57 FRANKLIN AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1448,""upload_id"":58,""property_id"":4150,""row_labels"":""57 FRANKLIN AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1451,58,4154,"57 KIMBALL RD",4,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1451,""upload_id"":58,""property_id"":4154,""row_labels"":""57 KIMBALL RD"",""total"":4,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1455,58,4163,"57-59 COTTAGE ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1455,""upload_id"":58,""property_id"":4163,""row_labels"":""57-59 COTTAGE ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1458,58,4171,"58 CARROLL ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1458,""upload_id"":58,""property_id"":4171,""row_labels"":""58 CARROLL ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1465,58,4183,"58 GROVE ST",6,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1465,""upload_id"":58,""property_id"":4183,""row_labels"":""58 GROVE ST"",""total"":6,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1468,58,4190,"58 REVERE BEACH PARKWAY",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1468,""upload_id"":58,""property_id"":4190,""row_labels"":""58 REVERE BEACH PARKWAY"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1472,58,7142,"583 BROADWAY",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1472,""upload_id"":58,""property_id"":7142,""row_labels"":""583 BROADWAY"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1475,58,4201,"59 BROADWAY",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1475,""upload_id"":58,""property_id"":4201,""row_labels"":""59 BROADWAY"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1478,58,4204,"59 ENGLEWOOD AV",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1478,""upload_id"":58,""property_id"":4204,""row_labels"":""59 ENGLEWOOD AV"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1482,58,4215,"59 PRESCOTT AV",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1482,""upload_id"":58,""property_id"":4215,""row_labels"":""59 PRESCOTT AV"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1485,58,4221,"593 WASHINGTON AV",4,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1485,""upload_id"":58,""property_id"":4221,""row_labels"":""593 WASHINGTON AV"",""total"":4,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1489,58,4238,"6 GEORGE ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1489,""upload_id"":58,""property_id"":4238,""row_labels"":""6 GEORGE ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1492,58,6937,"6 HOOPER ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1492,""upload_id"":58,""property_id"":6937,""row_labels"":""6 HOOPER ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1495,58,4247,"6 PEMBROKE ST",10,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1495,""upload_id"":58,""property_id"":4247,""row_labels"":""6 PEMBROKE ST"",""total"":10,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1499,58,4252,"6 WOODLAWN AV",5,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1499,""upload_id"":58,""property_id"":4252,""row_labels"":""6 WOODLAWN AV"",""total"":5,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1502,58,15572,"60 ADDISON ST",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1502,""upload_id"":58,""property_id"":15572,""row_labels"":""60 ADDISON ST"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1506,58,4259,"60 BLOOMINGDALE ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1506,""upload_id"":58,""property_id"":4259,""row_labels"":""60 BLOOMINGDALE ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1509,58,4264,"60 COTTAGE ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1509,""upload_id"":58,""property_id"":4264,""row_labels"":""60 COTTAGE ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1512,58,4368,"60 GROVE ST",8,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1512,""upload_id"":58,""property_id"":4368,""row_labels"":""60 GROVE ST"",""total"":8,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1516,58,4376,"60 PARKER ST",4,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1516,""upload_id"":58,""property_id"":4376,""row_labels"":""60 PARKER ST"",""total"":4,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1519,58,4379,"60 SAGAMORE AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1519,""upload_id"":58,""property_id"":4379,""row_labels"":""60 SAGAMORE AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1523,58,4396,"606 WASHINGTON AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1523,""upload_id"":58,""property_id"":4396,""row_labels"":""606 WASHINGTON AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1526,58,17450,"61 #2 SHURTLEFF ST",8,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1526,""upload_id"":58,""property_id"":17450,""row_labels"":""61 #2 SHURTLEFF ST"",""total"":8,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1533,58,6882,"61 CRESCENT AV",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1533,""upload_id"":58,""property_id"":6882,""row_labels"":""61 CRESCENT AV"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1536,58,4416,"61 LIBRARY ST",4,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1536,""upload_id"":58,""property_id"":4416,""row_labels"":""61 LIBRARY ST"",""total"":4,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1540,58,4441,"62 BLOSSOM ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1540,""upload_id"":58,""property_id"":4441,""row_labels"":""62 BLOSSOM ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1543,58,4448,"62 GERRISH AV",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1543,""upload_id"":58,""property_id"":4448,""row_labels"":""62 GERRISH AV"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1547,58,1414,"62 MADISON AV",12,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1547,""upload_id"":58,""property_id"":1414,""row_labels"":""62 MADISON AV"",""total"":12,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1550,58,4473,"63 HARVARD ST",4,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1550,""upload_id"":58,""property_id"":4473,""row_labels"":""63 HARVARD ST"",""total"":4,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1553,58,4476,"63 MARLBORO ST",5,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1553,""upload_id"":58,""property_id"":4476,""row_labels"":""63 MARLBORO ST"",""total"":5,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1557,58,4483,"63 WINNISIMMET ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1557,""upload_id"":58,""property_id"":4483,""row_labels"":""63 WINNISIMMET ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1560,58,15486,"64 HAWTHORN ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1560,""upload_id"":58,""property_id"":15486,""row_labels"":""64 HAWTHORN ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1564,58,4499,"64 PRESCOTT AV",4,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1564,""upload_id"":58,""property_id"":4499,""row_labels"":""64 PRESCOTT AV"",""total"":4,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1569,58,4517,"649 WASHINGTON AV",6,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1569,""upload_id"":58,""property_id"":4517,""row_labels"":""649 WASHINGTON AV"",""total"":6,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1572,58,4522,"65 CLARK AV",7,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1572,""upload_id"":58,""property_id"":4522,""row_labels"":""65 CLARK AV"",""total"":7,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1576,58,4530,"65 HARVARD ST",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1576,""upload_id"":58,""property_id"":4530,""row_labels"":""65 HARVARD ST"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1579,58,4533,"65 MURRAY ST",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1579,""upload_id"":58,""property_id"":4533,""row_labels"":""65 MURRAY ST"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1583,58,4537,"65 SHURTLEFF ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1583,""upload_id"":58,""property_id"":4537,""row_labels"":""65 SHURTLEFF ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1586,58,7312,"65 WOODLAWN AV",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1586,""upload_id"":58,""property_id"":7312,""row_labels"":""65 WOODLAWN AV"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1589,58,6407,"66 BEACON ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1589,""upload_id"":58,""property_id"":6407,""row_labels"":""66 BEACON ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1593,58,4556,"66 HARVARD ST",6,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1593,""upload_id"":58,""property_id"":4556,""row_labels"":""66 HARVARD ST"",""total"":6,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1596,58,4567,"66 PRESCOTT AV",4,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1596,""upload_id"":58,""property_id"":4567,""row_labels"":""66 PRESCOTT AV"",""total"":4,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1600,58,17458,"67 #3 MARLBORO ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1600,""upload_id"":58,""property_id"":17458,""row_labels"":""67 #3 MARLBORO ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1603,58,4580,"67 CLINTON ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1603,""upload_id"":58,""property_id"":4580,""row_labels"":""67 CLINTON ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1606,58,4591,"67 ORANGE ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1606,""upload_id"":58,""property_id"":4591,""row_labels"":""67 ORANGE ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1610,58,4595,"678 BROADWAY",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1610,""upload_id"":58,""property_id"":4595,""row_labels"":""678 BROADWAY"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1613,58,4597,"68 BLOOMINGDALE ST",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1613,""upload_id"":58,""property_id"":4597,""row_labels"":""68 BLOOMINGDALE ST"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1616,58,4605,"68 ESSEX ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1616,""upload_id"":58,""property_id"":4605,""row_labels"":""68 ESSEX ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1620,58,4611,"68 MAVERICK ST",10,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1620,""upload_id"":58,""property_id"":4611,""row_labels"":""68 MAVERICK ST"",""total"":10,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
