id,upload_id,property_id,row_labels,total,created_at,updated_at,raw
885,58,2635,"25 HOOPER ST",4,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":885,""upload_id"":58,""property_id"":2635,""row_labels"":""25 HOOPER ST"",""total"":4,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
886,58,2637,"25 JOHN ST",4,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":886,""upload_id"":58,""property_id"":2637,""row_labels"":""25 JOHN ST"",""total"":4,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
887,58,2638,"25 LASH ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":887,""upload_id"":58,""property_id"":2638,""row_labels"":""25 LASH ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
889,58,5811,"25 MARLBORO ST",4,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":889,""upload_id"":58,""property_id"":5811,""row_labels"":""25 MARLBORO ST"",""total"":4,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
890,58,2647,"25 REVERE BEACH PARKWAY",5,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":890,""upload_id"":58,""property_id"":2647,""row_labels"":""25 REVERE BEACH PARKWAY"",""total"":5,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
892,58,2650,"25 SIXTH ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":892,""upload_id"":58,""property_id"":2650,""row_labels"":""25 SIXTH ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
893,58,2652,"25 SUFFOLK ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":893,""upload_id"":58,""property_id"":2652,""row_labels"":""25 SUFFOLK ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
894,58,2653,"25 WATTS ST",7,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":894,""upload_id"":58,""property_id"":2653,""row_labels"":""25 WATTS ST"",""total"":7,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
896,58,17392,"250 #05 CONGRESS AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":896,""upload_id"":58,""property_id"":17392,""row_labels"":""250 #05 CONGRESS AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
897,58,17393,"250 #16 CONGRESS AV",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":897,""upload_id"":58,""property_id"":17393,""row_labels"":""250 #16 CONGRESS AV"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
899,58,17395,"250 #25 CONGRESS AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":899,""upload_id"":58,""property_id"":17395,""row_labels"":""250 #25 CONGRESS AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
900,58,17396,"250 #29 CONGRESS AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":900,""upload_id"":58,""property_id"":17396,""row_labels"":""250 #29 CONGRESS AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
902,58,17398,"250 #33 CONGRESS AV",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":902,""upload_id"":58,""property_id"":17398,""row_labels"":""250 #33 CONGRESS AV"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
903,58,17399,"250 #39 CONGRESS AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":903,""upload_id"":58,""property_id"":17399,""row_labels"":""250 #39 CONGRESS AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
904,58,15423,"250 MARGINAL ST",10,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":904,""upload_id"":58,""property_id"":15423,""row_labels"":""250 MARGINAL ST"",""total"":10,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
906,58,2712,"253 CENTRAL AV",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":906,""upload_id"":58,""property_id"":2712,""row_labels"":""253 CENTRAL AV"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
907,58,2715,"254 SPENCER AV",5,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":907,""upload_id"":58,""property_id"":2715,""row_labels"":""254 SPENCER AV"",""total"":5,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
909,58,2720,"256 ARLINGTON ST",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":909,""upload_id"":58,""property_id"":2720,""row_labels"":""256 ARLINGTON ST"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
910,58,2721,"256 SPENCER AV",10,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":910,""upload_id"":58,""property_id"":2721,""row_labels"":""256 SPENCER AV"",""total"":10,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
912,58,2726,"258 SPRUCE ST",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":912,""upload_id"":58,""property_id"":2726,""row_labels"":""258 SPRUCE ST"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
913,58,2727,"258 WASHINGTON AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":913,""upload_id"":58,""property_id"":2727,""row_labels"":""258 WASHINGTON AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
914,58,17400,"26 #1 GROVE ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":914,""upload_id"":58,""property_id"":17400,""row_labels"":""26 #1 GROVE ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
916,58,17402,"26 #2 GROVE ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":916,""upload_id"":58,""property_id"":17402,""row_labels"":""26 #2 GROVE ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
917,58,17403,"26 #2 HANCOCK ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":917,""upload_id"":58,""property_id"":17403,""row_labels"":""26 #2 HANCOCK ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
919,58,2730,"26 BOATSWAINS WY",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":919,""upload_id"":58,""property_id"":2730,""row_labels"":""26 BOATSWAINS WY"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
920,58,2733,"26 BROADWAY",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":920,""upload_id"":58,""property_id"":2733,""row_labels"":""26 BROADWAY"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
922,58,2737,"26 CONGRESS AV",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":922,""upload_id"":58,""property_id"":2737,""row_labels"":""26 CONGRESS AV"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
923,58,2740,"26 FENNO ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":923,""upload_id"":58,""property_id"":2740,""row_labels"":""26 FENNO ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
924,58,2741,"26 FRONT ST",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":924,""upload_id"":58,""property_id"":2741,""row_labels"":""26 FRONT ST"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
926,58,2753,"26 MEDFORD ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":926,""upload_id"":58,""property_id"":2753,""row_labels"":""26 MEDFORD ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
927,58,2754,"26 PEMBROKE ST",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":927,""upload_id"":58,""property_id"":2754,""row_labels"":""26 PEMBROKE ST"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
929,58,2756,"26 SHAWMUT ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":929,""upload_id"":58,""property_id"":2756,""row_labels"":""26 SHAWMUT ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
930,58,15261,"26 SPENCER AV",8,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":930,""upload_id"":58,""property_id"":15261,""row_labels"":""26 SPENCER AV"",""total"":8,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
931,58,2758,"26 SUMMIT AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":931,""upload_id"":58,""property_id"":2758,""row_labels"":""26 SUMMIT AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
933,58,2763,"26 WARREN AV",5,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":933,""upload_id"":58,""property_id"":2763,""row_labels"":""26 WARREN AV"",""total"":5,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
934,58,2764,"26 WILLARD ST",5,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":934,""upload_id"":58,""property_id"":2764,""row_labels"":""26 WILLARD ST"",""total"":5,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
936,58,2766,"260 SECOND ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":936,""upload_id"":58,""property_id"":2766,""row_labels"":""260 SECOND ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
937,58,2767,"260 SPRUCE ST",4,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":937,""upload_id"":58,""property_id"":2767,""row_labels"":""260 SPRUCE ST"",""total"":4,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
938,58,2768,"261 CHESTNUT ST",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":938,""upload_id"":58,""property_id"":2768,""row_labels"":""261 CHESTNUT ST"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
939,58,2769,"261 MAPLE ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":939,""upload_id"":58,""property_id"":2769,""row_labels"":""261 MAPLE ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
940,58,15271,"261 SPRUCE ST",8,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":940,""upload_id"":58,""property_id"":15271,""row_labels"":""261 SPRUCE ST"",""total"":8,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
941,58,2770,"262 MAPLE ST",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":941,""upload_id"":58,""property_id"":2770,""row_labels"":""262 MAPLE ST"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
943,58,2773,"264 REVERE BEACH PARKWAY",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":943,""upload_id"":58,""property_id"":2773,""row_labels"":""264 REVERE BEACH PARKWAY"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
944,58,2776,"265 CENTRAL AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":944,""upload_id"":58,""property_id"":2776,""row_labels"":""265 CENTRAL AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
946,58,2781,"267 BROADWAY",8,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":946,""upload_id"":58,""property_id"":2781,""row_labels"":""267 BROADWAY"",""total"":8,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
947,58,2783,"268 REVERE BEACH PARKWAY",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":947,""upload_id"":58,""property_id"":2783,""row_labels"":""268 REVERE BEACH PARKWAY"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
948,58,6699,"268 WASHINGTON AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":948,""upload_id"":58,""property_id"":6699,""row_labels"":""268 WASHINGTON AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
950,58,17404,"27 #1 COUNTY RD",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":950,""upload_id"":58,""property_id"":17404,""row_labels"":""27 #1 COUNTY RD"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
951,58,17405,"27 #2 COUNTY RD",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":951,""upload_id"":58,""property_id"":17405,""row_labels"":""27 #2 COUNTY RD"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
953,58,2787,"27 BEACON ST",6,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":953,""upload_id"":58,""property_id"":2787,""row_labels"":""27 BEACON ST"",""total"":6,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
954,58,2789,"27 CARMEL ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":954,""upload_id"":58,""property_id"":2789,""row_labels"":""27 CARMEL ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
956,58,2793,"27 COLUMBUS ST",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":956,""upload_id"":58,""property_id"":2793,""row_labels"":""27 COLUMBUS ST"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
957,58,7173,"27 COUNTY RD",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":957,""upload_id"":58,""property_id"":7173,""row_labels"":""27 COUNTY RD"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
958,58,2798,"27 CREST AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":958,""upload_id"":58,""property_id"":2798,""row_labels"":""27 CREST AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
960,58,2802,"27 GRAND VIEW RD",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":960,""upload_id"":58,""property_id"":2802,""row_labels"":""27 GRAND VIEW RD"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
961,58,2803,"27 HEARD ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":961,""upload_id"":58,""property_id"":2803,""row_labels"":""27 HEARD ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
963,58,2807,"27 LYNN ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":963,""upload_id"":58,""property_id"":2807,""row_labels"":""27 LYNN ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
964,58,2808,"27 PEMBROKE ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":964,""upload_id"":58,""property_id"":2808,""row_labels"":""27 PEMBROKE ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
966,58,2811,"27 REVERE BEACH PARKWAY",4,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":966,""upload_id"":58,""property_id"":2811,""row_labels"":""27 REVERE BEACH PARKWAY"",""total"":4,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
967,58,2812,"27 SHURTLEFF ST",4,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":967,""upload_id"":58,""property_id"":2812,""row_labels"":""27 SHURTLEFF ST"",""total"":4,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
968,58,2813,"27 SPENCER AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":968,""upload_id"":58,""property_id"":2813,""row_labels"":""27 SPENCER AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
970,58,2816,"27 WATTS ST",5,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":970,""upload_id"":58,""property_id"":2816,""row_labels"":""27 WATTS ST"",""total"":5,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
971,58,15531,"270 BROADWAY",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":971,""upload_id"":58,""property_id"":15531,""row_labels"":""270 BROADWAY"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
973,58,2820,"270 MAPLE ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":973,""upload_id"":58,""property_id"":2820,""row_labels"":""270 MAPLE ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
974,58,2821,"270 REVERE BEACH PARKWAY",4,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":974,""upload_id"":58,""property_id"":2821,""row_labels"":""270 REVERE BEACH PARKWAY"",""total"":4,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
975,58,2824,"272 REVERE BEACH PARKWAY",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":975,""upload_id"":58,""property_id"":2824,""row_labels"":""272 REVERE BEACH PARKWAY"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
977,58,15667,"274 CHESTNUT ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":977,""upload_id"":58,""property_id"":15667,""row_labels"":""274 CHESTNUT ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
978,58,2826,"274 REVERE BEACH PARKWAY",4,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":978,""upload_id"":58,""property_id"":2826,""row_labels"":""274 REVERE BEACH PARKWAY"",""total"":4,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
980,58,2830,"276 BROADWAY",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":980,""upload_id"":58,""property_id"":2830,""row_labels"":""276 BROADWAY"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
981,58,6700,"276 WASHINGTON AV",5,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":981,""upload_id"":58,""property_id"":6700,""row_labels"":""276 WASHINGTON AV"",""total"":5,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
983,58,2832,"278 CHESTNUT ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":983,""upload_id"":58,""property_id"":2832,""row_labels"":""278 CHESTNUT ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
984,58,15308,"279 BROADWAY",8,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":984,""upload_id"":58,""property_id"":15308,""row_labels"":""279 BROADWAY"",""total"":8,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
986,58,6396,"28 BEACON ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":986,""upload_id"":58,""property_id"":6396,""row_labels"":""28 BEACON ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
987,58,15360,"28 BLOSSOM ST",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":987,""upload_id"":58,""property_id"":15360,""row_labels"":""28 BLOSSOM ST"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
988,58,2843,"28 CARROLL ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":988,""upload_id"":58,""property_id"":2843,""row_labels"":""28 CARROLL ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
990,58,2845,"28 COLUMBUS ST",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":990,""upload_id"":58,""property_id"":2845,""row_labels"":""28 COLUMBUS ST"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
991,58,2850,"28 HEARD ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":991,""upload_id"":58,""property_id"":2850,""row_labels"":""28 HEARD ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
993,58,2853,"28 LYNN ST",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":993,""upload_id"":58,""property_id"":2853,""row_labels"":""28 LYNN ST"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
994,58,1373,"28 ORANGE ST",6,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":994,""upload_id"":58,""property_id"":1373,""row_labels"":""28 ORANGE ST"",""total"":6,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
996,58,2860,"28 SHAWMUT ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":996,""upload_id"":58,""property_id"":2860,""row_labels"":""28 SHAWMUT ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
997,58,2861,"28 SHURTLEFF ST",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":997,""upload_id"":58,""property_id"":2861,""row_labels"":""28 SHURTLEFF ST"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
998,58,15331,"28 WASHINGTON AV",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":998,""upload_id"":58,""property_id"":15331,""row_labels"":""28 WASHINGTON AV"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1000,58,2872,"280 REVERE BEACH PARKWAY",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1000,""upload_id"":58,""property_id"":2872,""row_labels"":""280 REVERE BEACH PARKWAY"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1001,58,2876,"281 WASHINGTON AV",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1001,""upload_id"":58,""property_id"":2876,""row_labels"":""281 WASHINGTON AV"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1003,58,6701,"284 WASHINGTON AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1003,""upload_id"":58,""property_id"":6701,""row_labels"":""284 WASHINGTON AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1004,58,17407,"284R EASTERN AV",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1004,""upload_id"":58,""property_id"":17407,""row_labels"":""284R EASTERN AV"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1006,58,2884,"287 CARTER ST",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1006,""upload_id"":58,""property_id"":2884,""row_labels"":""287 CARTER ST"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1007,58,15479,"287 EASTERN AV",4,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1007,""upload_id"":58,""property_id"":15479,""row_labels"":""287 EASTERN AV"",""total"":4,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1008,58,1374,"287 WASHINGTON AV",2,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1008,""upload_id"":58,""property_id"":1374,""row_labels"":""287 WASHINGTON AV"",""total"":2,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1010,58,17408,"29 #2 DIVISION ST",3,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1010,""upload_id"":58,""property_id"":17408,""row_labels"":""29 #2 DIVISION ST"",""total"":3,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
1011,58,2887,"29 ADMIRALS WY",1,"2016-04-24 00:00:00","2016-04-24 00:00:00","{""id"":1011,""upload_id"":58,""property_id"":2887,""row_labels"":""29 ADMIRALS WY"",""total"":1,""created_at"":""2016-04-24 00:00:00"",""updated_at"":""2016-04-24 00:00:00"",""raw"":null}"
