id,property_id,score
591,3688,
592,3689,
593,3697,
594,3707,
595,3711,
596,3725,
597,3729,
598,3739,
599,3753,
600,3754,
601,3774,
602,3786,
603,3795,
604,3799,
605,3808,
606,3809,
607,3812,
608,3818,
609,3825,
610,3900,
611,3904,
612,3905,
613,3908,1
614,3946,
615,3949,
616,3955,
617,3964,
618,3965,
619,3968,
620,3976,
621,3980,
622,4006,
623,4008,
624,4009,
625,4015,
626,4035,
627,4041,
628,4042,
629,4046,
630,4073,
631,4075,
632,4088,
633,4119,
634,4131,
635,4132,
636,4133,
637,4134,1
638,4137,
639,4144,
640,4146,
641,4148,
642,4151,
643,4152,
644,4154,
645,4159,
646,4162,1
647,4164,
648,4169,
649,4170,
650,4185,
651,4201,
652,4217,
653,4218,
654,4225,
655,4238,
656,4244,
657,4255,
658,4258,
659,4259,
660,4264,
661,4368,
662,4371,
663,4374,
664,4382,
665,4384,
666,4400,
667,4405,
668,4416,
669,4429,
670,4440,
671,4441,
672,4443,
673,4444,
674,4448,
675,4450,
676,4458,
677,4468,
678,4471,
679,4472,
680,4475,
681,4480,
682,4482,
683,4497,
684,4513,
685,4515,
686,4524,
687,4531,
688,4534,
689,4535,
690,4552,
691,4553,
692,4556,
693,4573,
694,4592,
695,4614,
696,4619,
697,4622,
698,4631,
699,4636,
700,4642,
701,4649,
702,4658,
703,4660,
704,4663,
705,4687,
706,4700,
707,4706,
708,4711,
709,4714,
710,4715,
711,4765,
712,4768,
713,4782,
714,4786,
715,4787,
716,4795,
717,4803,
718,4805,
719,4806,
720,4811,
721,4816,
722,4827,
723,4828,
724,4829,
725,4830,
726,4843,
727,4849,
728,4850,
729,4862,
730,4891,
731,4896,
732,4899,
733,4905,
734,4913,
735,4917,
736,4922,
737,4925,
738,4928,
739,4930,1
740,4933,
741,4935,
742,4938,
743,4948,
744,4955,
745,4965,
746,4973,
747,4977,1
748,4985,
749,4987,
750,4998,
751,5017,
752,5024,
753,5028,
754,5041,
755,5050,
756,5066,
757,5069,
758,5071,1
759,5072,
760,5080,
761,5081,
762,5089,
763,5092,
764,5100,
765,5101,
766,5107,
767,5118,
768,5120,
769,5122,
770,5123,
771,5127,
772,5133,
773,5138,
774,5140,
775,5144,
776,5145,
777,5147,
778,5153,
779,5154,
780,5165,
781,5170,
782,5176,
783,5177,
784,5189,
785,5191,
786,5194,
787,5196,
788,5197,
789,5204,
790,5207,
791,5208,
792,5209,
793,5211,
794,5212,
795,5223,
796,5229,
797,5230,
798,5234,
799,5245,
800,5246,
801,5251,
802,5256,
803,5259,
804,5260,
805,5267,
806,5270,
807,5271,
808,5273,
809,5282,
810,5284,
811,5285,
812,5289,
813,5292,
814,5294,
815,5296,
816,5302,
817,5306,
818,5311,
819,5324,
820,5326,
821,5337,
822,5339,
823,5340,
824,5343,
825,5344,
826,5346,
827,5347,
828,5388,
829,5391,
830,5405,
831,5507,
832,5513,
833,5517,
834,5538,
835,5540,
836,5541,
837,5548,
838,5549,
839,5551,
840,5552,
841,5556,
842,5558,
843,5606,
844,5614,
845,5616,
846,5661,
847,5662,
848,5690,
849,5691,
850,5696,
851,5702,
852,5703,
853,5725,
854,5739,
855,5747,
856,5750,
857,5786,
858,5816,
859,5842,
860,5846,
861,5847,1
862,5848,
863,5850,
864,5853,
865,5854,
866,5855,
867,5857,
868,5859,
869,5862,
870,5864,
871,5866,
872,5867,
873,5869,
874,5876,
875,5914,
876,5923,
877,5956,
878,5959,1
879,5961,
880,5972,
881,5974,
882,6003,
883,6028,
884,6100,
885,6108,
886,6124,
887,6134,1
888,6136,
889,6138,
890,6144,
891,6162,
892,6164,
893,6169,
894,6172,
895,6176,
896,6177,
897,6178,
898,6189,
899,6192,
900,6204,
901,6209,
902,6224,
903,6226,
904,6231,
905,6232,
906,6234,
907,6255,
908,6337,
909,6342,
910,6349,
911,6363,
912,6368,
913,6376,
914,6379,
915,6391,
916,6394,
917,6402,
918,6404,
919,6405,
920,6506,
921,6515,
922,6521,
923,6525,
924,6527,
925,6530,
926,6551,
927,6552,
928,6561,
929,6566,
930,6567,
931,6578,
932,6586,
933,6592,
934,6601,
935,6604,
936,6606,
937,6610,
938,6613,
939,6636,
940,6655,
941,6659,
942,6660,
943,6667,
944,6670,
945,6671,
946,6672,
947,6673,
948,6675,
949,6678,
950,6682,
951,6685,
952,6689,
953,6690,
954,6693,
955,6699,
956,6701,
957,6704,
958,6705,
959,6709,
960,6716,
961,6717,
962,6720,
963,6725,
964,6727,
965,6733,
966,6734,
967,6736,
968,6737,
969,6740,
970,6747,
971,6749,
972,6753,
973,6754,
974,6760,
975,6769,
976,6776,
977,6777,
978,6781,
979,6791,
980,6805,
981,6810,
982,6823,
983,6827,
984,6832,
985,6834,
986,6837,
987,6839,
988,6840,
989,6841,
990,6842,
991,6845,
992,6846,
993,6848,
994,6851,
995,6855,1
996,6857,
997,6861,
998,6862,
999,6863,
1000,6868,
1001,6869,
1002,6874,
1003,6875,
1004,6876,
1005,6878,
1006,6880,
1007,6883,
1008,6884,
1009,6896,
1010,6897,
1011,6900,
1012,6905,
1013,6907,
1014,6925,
1015,6933,
1016,6944,
1017,6946,
1018,6949,
1019,6955,
1020,6956,
1021,6962,
1022,6974,
1023,6975,
1024,6980,
1025,6987,
1026,7003,
1027,7006,
1028,7019,
1029,7020,
1030,7023,
1031,7026,
1032,7027,
1033,7034,
1034,7037,
1035,7039,
1036,7040,
1037,7042,
1038,7058,
1039,7059,
1040,7066,
1041,7069,
1042,7071,
1043,7074,
1044,7076,
1045,7083,
1046,7093,
1047,7095,
1048,7097,
1049,7101,
1050,7116,
1051,7122,
1052,7125,
1053,7128,
1054,7139,
1055,7148,
1056,7151,
1057,7157,
1058,7163,
1059,7180,
1060,7185,
1061,7195,
1062,7196,
1063,7197,
1064,7199,
1065,7207,
1066,7229,
1067,7231,
1068,7235,
1069,7239,
1070,7241,
1071,7309,
1072,7325,
1073,7341,
1074,7342,
1075,7345,
1076,7346,
1077,7347,
1078,7366,
1079,7367,
1080,7370,
1081,7373,
1082,7377,
1083,7379,
1084,7390,
1085,7397,
1086,7399,
1087,7411,
1088,7414,
1089,7421,
1090,7422,
1091,7426,
1092,7430,
1093,7432,
1094,7436,1
1095,7441,
1096,7450,
1097,7451,
1098,7454,
1099,7455,
1100,7461,
1101,7464,
1102,7477,
1103,7483,
1104,7488,
1105,7489,
1106,7492,
1107,7494,
1108,8604,
1109,9242,
1110,10168,
1111,10172,
1112,12118,
1113,12379,
1114,13092,
1115,13596,
1116,13647,
1117,13654,
1118,13657,
1119,13662,
1120,13683,
1121,13688,
1122,13696,
1123,13758,
1124,13789,
1125,13799,
1126,13800,
1127,13801,
1128,13802,
1129,13844,
1130,13852,
1131,13856,
1132,13876,
1133,13913,
1134,13953,
1135,13955,
1136,13979,
1137,13982,
1138,14007,1
1139,14036,
1140,14039,
1141,14188,
1142,14296,
1143,14319,
1144,14365,
1145,14377,
1146,14379,
1147,14385,
1148,14401,
1149,14417,
1150,14428,
1151,14471,
1152,14518,
1153,14538,
1154,14552,
1155,14573,
1156,14588,
1157,14597,
1158,14639,
1159,14641,
1160,14682,
1161,14752,
1162,14822,
1163,14823,
1164,14832,
1165,14834,
1166,14887,
1167,14915,
1168,14929,
1169,14941,
1170,14944,
1171,14987,
1172,15022,
1173,15027,
1174,15031,
1175,15032,1
1176,15036,
1177,15064,
1178,15093,
1179,15098,
1180,15252,
1181,15256,
1182,15261,
1183,15266,
1184,15275,
1185,15282,
1186,15285,
1187,15290,
1188,15293,
1189,15297,
1190,15299,
1191,15306,
1192,15314,
1193,15331,
1194,15336,
1195,15356,
1196,15357,
1197,15373,
1198,15374,
1199,15400,1
1200,15415,
1201,15417,
1202,15421,
1203,15424,
1204,15437,
1205,15440,
1206,15441,
1207,15443,
1208,15453,
1209,15454,
1210,15461,
1211,15463,
1212,15482,
1213,15484,
1214,15494,
1215,15504,
1216,15521,
1217,15524,
1218,15526,
1219,15527,
1220,15546,
1221,15562,
1222,15572,
1223,15588,
1224,15650,
1225,15653,
1226,15655,
1227,15679,
1228,15682,
1229,15685,
1230,15686,
1231,15687,
1232,15688,
1233,15689,
1234,15690,
1235,15691,
1236,15692,
1237,15693,
1238,15694,
1239,15695,1
1240,15696,
1241,15697,
1242,15698,
1243,15699,
1244,15700,
1245,15701,
1246,15702,
1247,15703,
1248,15704,
1249,15705,
1250,15706,
1251,15707,
1252,15708,1
1253,15709,
1254,15710,
1255,15711,
1256,15712,
1257,15713,
1258,15714,
1259,15715,
1260,15716,
1261,15717,
1262,15718,
1263,15719,
1264,15720,
1265,15721,
1266,15723,
1267,15724,
1268,15725,
1269,15726,
1270,15727,
1271,15728,
1272,15729,
1273,15730,
1274,15731,
1275,15732,
1276,15733,
1277,15734,
1278,15735,
1279,15736,
1280,15737,
1281,15738,
1282,15739,
1283,15740,
1284,15741,
1285,15742,
1286,15743,
1287,15744,
1288,15745,
1289,15746,
1290,15747,
1291,15748,
1292,15749,
1293,15750,
1294,15751,
1295,15752,
1296,15753,
1297,15754,
1298,15755,
1299,15756,
1300,15757,
1301,15758,
1302,15759,
1303,15760,
1304,15761,
1305,15762,1
1306,15763,
1307,15764,
1308,15765,
1309,15766,
1310,15767,
1311,15768,
1312,15769,
1313,15770,
1314,15771,
1315,15772,
1316,15773,
1317,15774,
1318,15775,
1319,15776,
1320,15777,
1321,15778,
1322,15779,
1323,15780,
1324,15781,
1325,15782,
1326,15783,
1327,15784,
1328,15785,
1329,15786,
1330,15787,
1331,15788,
1332,15789,
1333,15790,
1334,15791,
1335,15792,
1336,15793,
1337,15794,
1338,15795,
1339,15796,
1340,15797,
1341,15798,
1342,15799,
1343,15800,
1344,15801,
1345,15802,
1346,15803,
1347,15804,
1348,15805,
1349,15806,
1350,15807,1
1351,15808,
1352,15809,
1353,15810,
1354,15811,
1355,15812,
1356,15813,
1357,15814,
1358,15815,
1359,15816,
1360,15817,
1361,15818,
1362,15819,
1363,15820,
1364,15821,
1365,15822,
1366,15823,
1367,15824,
1368,15825,
1369,15827,
1370,15828,
1371,15829,
1372,15830,
1373,15831,
1374,15832,
1375,15833,1
1376,15834,
1377,15835,
1378,15836,
1379,15837,
1380,15838,
1381,15839,
1382,15840,
1383,15841,
1384,15842,
1385,15843,
1386,15844,
1387,15845,
1388,15846,
1389,15847,
1390,15848,
1391,15849,
1392,15850,
1393,15851,
1394,15852,
1395,15853,
1396,15854,
1397,15855,
1398,15856,
1399,15857,
1400,15858,
1401,15859,
1402,15860,
1403,15861,
1404,15862,
1405,15863,
1406,15864,
1407,15865,
1408,15866,
1409,15867,
1410,15868,
1411,15869,
1412,15870,
1413,15871,
1414,15872,
1415,15873,
1416,15874,
1417,15875,
1418,15876,
1419,15877,
1420,15878,
1421,15879,1
1422,15880,
1423,15881,
1424,15882,
1425,15883,
1426,15884,
1427,15885,
1428,15886,
1429,15887,
1430,15888,
1431,15889,
1432,15890,
1433,15891,
1434,15892,
1435,15893,
1436,15894,
1437,15895,
1438,15896,
1439,15897,
1440,15898,
1441,15899,
1442,15900,
1443,15901,
1444,15902,
1445,15903,
1446,15904,
1447,15905,
1448,15906,
1449,15907,
1450,15908,
1451,15909,
1452,15910,
1453,15911,
1454,15912,
1455,15913,
1456,15914,
1457,15915,
1458,15916,
1459,15917,
1460,15918,1
1461,15919,
1462,15920,
1463,15921,
1464,15922,
1465,15923,
1466,15924,
1467,15925,
1468,15926,
1469,15927,
1470,15928,
1471,15929,
1472,15930,
1473,15931,
1474,15932,
1475,15933,
1476,15934,
1477,15935,
1478,15936,
1479,15937,
1480,15938,
1481,15939,
1482,15940,
1483,15941,
1484,15942,
1485,15943,
1486,15944,
1487,15945,
1488,15946,
1489,15947,
1490,15948,
1491,15949,
1492,15950,
1493,15951,
1494,15952,
1495,15953,
1496,15954,
1497,15955,
1498,15956,
1499,15957,
1500,15958,
1501,15959,
1502,15960,
1503,15961,
1504,15963,
1505,15964,
1506,15965,
1507,15966,
1508,15967,
1509,15968,
1510,15969,
1511,15970,
1512,15971,
1513,15972,
1514,15973,
1515,15974,
1516,15975,
1517,15976,
1518,15977,
1519,15978,
1520,15979,
1521,15980,
1522,15981,
1523,15982,
1524,15983,
1525,15984,
1526,15985,
1527,15986,
1528,15987,
1529,15988,
1530,15989,
1531,15990,
1532,15991,
1533,15992,
1534,15993,
1535,15994,
1536,15995,
1537,15996,
1538,15997,
1539,15998,
1540,15999,
1541,16000,
1542,16001,
1543,16002,
1544,16003,
1545,16004,
1546,16005,
1547,16006,
1548,16007,
1549,16008,
1550,16009,
1551,16010,
1552,16011,
1553,16012,
1554,16013,
1555,16014,
1556,16015,
1557,16016,
1558,16017,
1559,16018,
1560,16019,
1561,16020,
1562,16021,
1563,16022,
1564,16023,
1565,16024,
1566,16025,
1567,16026,
1568,16027,
1569,16028,
1570,16029,
1571,16030,
1572,16031,
1573,16032,
1574,16033,
1575,16034,
1576,16035,
1577,16036,
1578,16037,
1579,16038,
1580,16039,
1581,16040,
1582,16041,
1583,16042,
1584,16043,
1585,16044,
1586,16045,
1587,16046,
1588,16047,
1589,16048,
1590,16049,
1591,16050,
1592,16051,
1593,16052,
1594,16053,
1595,16054,
1596,16055,
1597,16056,
1598,16057,
1599,16058,
1600,16059,
1601,16060,
1602,16061,
1603,16062,
1604,16063,
1605,16064,
1606,16065,
1607,16066,
1608,16067,
1609,16068,
1610,16069,
1611,16070,
1612,16071,
1613,16072,
1614,16073,
1615,16074,
1616,16075,
1617,16076,
1618,16077,
1619,16078,
1620,16079,
1621,16080,
1622,16081,
1623,16082,
1624,16083,
1625,16084,
1626,16085,
1627,16086,
1628,16087,
1629,16088,
1630,16089,
1631,16090,
1632,16091,
1633,16092,
1634,16093,
1635,16094,
1636,16095,
1637,16096,
1638,16097,
1639,16098,
1640,16099,
1641,16100,
1642,16101,
1643,16102,
1644,16103,
1645,16104,
1646,16105,
1647,16106,
1648,16107,
1649,16108,
1650,16109,
1651,16110,
1652,16111,
1653,16112,
1654,16113,
1655,16114,
1656,16115,
1657,16116,
1658,16117,
1659,16118,
1660,16119,
1661,16120,
1662,16121,
1663,16122,
1664,16123,
1665,16124,
1666,16125,
1667,16126,
1668,16127,
1669,16128,
1670,16130,
1671,16131,
1672,16132,
1673,16133,
1674,16134,
1675,16135,
1676,16136,
1677,16137,
1678,16138,
1679,16139,
1680,16140,
1681,16141,
1682,16142,
1683,16143,
1684,16144,
1685,16145,
1686,16146,
1687,16147,
1688,16148,
1689,16149,
1690,16150,
1691,16152,
1692,16153,
1693,16154,
1694,16155,
1695,16156,
1696,16157,
1697,16158,
1698,16159,
1699,16160,
1700,16161,
1701,16162,
1702,16163,
1703,16164,
1704,16165,
1705,16166,
1706,16167,
1707,16168,
1708,16169,
1709,16170,
1710,16171,
1711,16172,
1712,16173,
1713,16174,
1714,16175,
1715,16176,
1716,16177,
1717,16178,
1718,16179,
1719,16180,
1720,16181,
1721,16182,
1722,16183,
1723,16184,
1724,16185,
1725,16186,
1726,16187,
1727,16188,
1728,16189,
1729,16190,
1730,16191,
1731,16192,
1732,16193,
1733,16194,
1734,16195,
1735,16196,
1736,16197,
1737,16198,
1738,16199,
1739,16200,
1740,16201,
1741,16202,
1742,16203,
1743,16204,
1744,16205,
1745,16206,
1746,16207,
1747,16208,
1748,16209,
1749,16210,
1750,16211,
1751,16212,
1752,16213,
1753,16214,
1754,16216,
1755,16217,
1756,16218,
1757,16219,
1758,16220,
1759,16222,
1760,16223,
1761,16224,
1762,16225,
1763,16226,
1764,16227,
1765,16228,
1766,16229,
1767,16230,
1768,16231,
1769,16232,
1770,16233,
1771,16234,
1772,16235,
1773,16236,
1774,16237,
1775,16238,
1776,16239,
1777,16240,
1778,16241,
1779,16242,
1780,16243,
1781,16244,
1782,16245,
1783,16246,
1784,16247,
1785,16248,
1786,16249,
1787,16250,
1788,16251,
1789,16252,
1790,16253,
1791,16254,
1792,16255,
1793,16256,
1794,16257,
1795,16258,
1796,16259,
1797,16260,
1798,16261,
1799,16262,
1800,16263,
1801,16264,
1802,16265,
1803,16266,
1804,16267,
1805,16268,
1806,16269,
1807,16270,
1808,16271,
1809,16272,
1810,16273,
1811,16274,
1812,16275,
1813,16276,
1814,16277,
1815,16278,
1816,16279,
1817,16280,
1818,16281,
1819,16282,
1820,16283,
1821,16284,
1822,16285,
1823,16286,
1824,16287,
1825,16288,
1826,16289,
1827,16290,
1828,16291,
1829,16292,
1830,16293,
1831,16294,
1832,16295,
1833,16296,
1834,16297,
1835,16298,
1836,16299,
1837,16300,
1838,16301,
1839,16302,
1840,16303,
1841,16304,
1842,16305,
1843,16306,
1844,16307,
1845,16308,
1846,16309,
1847,16310,
1848,16311,
1849,16312,
1850,16313,
1851,16314,
1852,16315,
1853,16316,
1854,16317,
1855,16318,
1856,16319,
1857,16320,
1858,16321,
1859,16322,
1860,16323,
1861,16324,
1862,16325,
1863,16326,
1864,16327,
1865,16328,
1866,16329,
1867,16330,
1868,16331,
1869,16332,
1870,16333,
1871,16334,
1872,16335,
1873,16336,
1874,16337,
1875,16338,
1876,16339,
1877,16340,
1878,16341,
1879,16342,
1880,16343,
1881,16344,
1882,16345,
1883,16346,
1884,16347,
1885,16348,
1886,16349,
1887,16350,
1888,16351,
1889,16352,
1890,16353,
1891,16354,
1892,16355,
1893,16356,
1894,16357,
1895,16358,
1896,16359,
1897,16360,
1898,16361,
1899,16362,
1900,16363,
1901,16364,
1902,16365,
1903,16366,
1904,16367,
1905,16368,
1906,16369,
1907,16370,
1908,16371,
1909,16372,
1910,16373,
1911,16374,
1912,16375,
1913,16376,
1914,16377,
1915,16378,
1916,16379,
1917,16380,
1918,16381,
1919,16382,
1920,16383,
1921,16384,
1922,16385,
1923,16386,
1924,16387,
1925,16388,
1926,16389,
1927,16390,
1928,16391,
1929,16392,
1930,16393,
1931,16394,
1932,16395,
1933,16396,
1934,16397,
1935,16398,
1936,16399,
1937,16400,
1938,16401,
1939,16402,
1940,16403,
1941,16404,
1942,16405,
1943,16406,
1944,16407,
1945,16408,
1946,16409,
1947,16410,
1948,16411,
1949,16412,
1950,16413,
1951,16414,
1952,16415,
1953,16416,
1954,16417,
1955,16418,
1956,16419,
1957,16420,
1958,16421,
1959,16422,
1960,16423,
1961,16424,
1962,16425,
1963,16426,
1964,16427,
1965,16428,
1966,16429,
1967,16430,
1968,16431,
1969,16432,
1970,16433,
1971,16434,
1972,16435,
1973,16436,
1974,16437,
1975,16438,
1976,16439,
1977,16440,
1978,16441,
1979,16442,
1980,16443,
1981,16444,
1982,16445,
1983,16446,
1984,16447,
1985,16448,
1986,16449,
1987,16450,
1988,16451,
1989,16452,
1990,16453,
1991,16454,
1992,16455,
1993,16456,
1994,16457,
1995,16458,
1996,16459,
1997,16460,
1998,16461,
1999,16462,
2000,16463,
2001,16464,
2002,16465,
2003,16466,
2004,16467,
2005,16468,
2006,16469,
2007,16470,
2008,16471,
2009,16472,
2010,16473,
2011,16474,
2012,16475,
2013,16476,
2014,16477,
2015,16478,
2016,16479,
2017,16480,
2018,16482,
2019,16483,
2020,16484,
2021,16485,
2022,16486,
2023,16487,
2024,16488,
2025,16489,
2026,16490,
2027,16491,
2028,16492,
2029,16493,
2030,16494,
2031,16495,
2032,16496,
2033,16497,
2034,16498,
2035,16499,
2036,16500,
2037,16501,
2038,16502,
2039,16503,
2040,16504,
2041,16505,
2042,16506,
2043,16507,
2044,16508,
2045,16509,
2046,16510,
2047,16511,
2048,16512,
2049,16513,
2050,16514,
2051,16515,
2052,16516,
2053,16517,
2054,16518,
2055,16519,
2056,16520,
2057,16521,
2058,16522,
2059,16523,
2060,16524,
2061,16525,
2062,16526,
2063,16527,
2064,16528,
2065,16529,
2066,16530,
2067,16531,
2068,16532,
2069,16533,
2070,16534,
2071,16535,
2072,16536,
2073,16537,
2074,16538,
2075,16539,
2076,16540,
2077,16541,
2078,16542,
2079,16543,
2080,16544,
2081,16545,
2082,16546,
2083,16547,
2084,16548,
2085,16549,
2086,16550,
2087,16551,
2088,16552,
2089,16553,
2090,16554,
2091,16555,
2092,16556,
2093,16557,
2094,16558,
2095,16559,
2096,16560,
2097,16561,
2098,16563,
2099,16564,
2100,16565,
2101,16566,
2102,16567,
2103,16568,
2104,16569,
2105,16570,
2106,16571,
2107,16572,
2108,16573,
2109,16574,
2110,16575,
2111,16576,
2112,16577,
2113,16578,
2114,16579,
2115,16580,
2116,16581,
2117,16582,
2118,16583,
2119,16584,
2120,16585,
2121,16586,
2122,16587,
2123,16588,
2124,16589,
2125,16590,
2126,16591,
2127,16592,
2128,16593,
2129,16594,
2130,16595,
2131,16596,
2132,16597,
2133,16598,
2134,16599,
2135,16600,
2136,16601,
2137,16602,
2138,16603,
2139,16604,
2140,16605,
2141,16606,
2142,16607,
2143,16608,
2144,16609,
2145,16610,
2146,16611,
2147,16612,
2148,16613,
2149,16614,
2150,16615,
2151,16616,
2152,16617,
2153,16618,
2154,16619,
2155,16620,
2156,16621,
2157,16622,
2158,16623,
2159,16624,
2160,16625,
2161,16626,
